Bait,Prey,NumUniquePep,Length,Intensity,Name,IP,Isolation,Tag
NEF,Q01105,2,290,14051,SET_HUMAN Protein SET,jIP06,elution,Strep
NEF,P61978,3,463,14430,HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K,jIP06,elution,Strep
NEF,P10809,7,573,63019,"CH60_HUMAN 60 kDa heat shock protein, mitochondrial precursor",jIP06,elution,Strep
NEF,O43175,2,533,8927,SERA_HUMAN D-3-phosphoglycerate dehydrogenase,jIP06,elution,Strep
NEF,O60884,3,412,14681,DNJA2_HUMAN DnaJ homolog subfamily A member 2,jIP06,elution,Strep
NEF,P50747,2,726,37195,BPL1_HUMAN Biotin--protein ligase,jIP06,elution,Strep
NEF,O95347,6,1197,13708,SMC2_HUMAN Structural maintenance of chromosomes protein 2,jIP06,elution,Strep
NEF,28872818.1,6,123,15627392,NP_057857 Nef_HIV-1,jIP06,elution,Strep
NEF,P06400,1,928,973.9,RB_HUMAN Retinoblastoma-associated protein,jIP06,elution,Strep
NEF,Q15233,4,471,35247,NONO_HUMAN Non-POU domain-containing octamer-binding protein,jIP06,elution,Strep
NEF,Q9Y230,2,463,21909,RUVB2_HUMAN RuvB-like 2,jIP06,elution,Strep
NEF,P27348,1,245,3945,1433T_HUMAN 14-3-3 protein theta,jIP06,elution,Strep
NEF,Q14974,2,876,6124,IMB1_HUMAN Importin subunit beta-1,jIP06,elution,Strep
NEF,A0FGR8,1,921,1380,ESYT2_HUMAN Extended synaptotagmin-2,jIP06,elution,Strep
NEF,Q14566,1,821,2866,MCM6_HUMAN DNA replication licensing factor MCM6,jIP06,elution,Strep
NEF,P68133,10,377,565697,"ACTS_HUMAN Actin, alpha skeletal muscle",jIP06,elution,Strep
NEF,P37268,1,417,3335,FDFT_HUMAN Squalene synthetase,jIP06,elution,Strep
NEF,P68032,10,377,565697,"ACTC_HUMAN Actin, alpha cardiac muscle 1",jIP06,elution,Strep
NEF,P07814,6,1512,22907,SYEP_HUMAN Bifunctional aminoacyl-tRNA synthetase,jIP06,elution,Strep
NEF,Q06830,7,199,389145,PRDX1_HUMAN Peroxiredoxin-1,jIP06,elution,Strep
NEF,Q07666,1,443,1530,"KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1",jIP06,elution,Strep
NEF,P08238,12,724,219327,HS90B_HUMAN Heat shock protein HSP 90-beta,jIP06,elution,Strep
NEF,Q969X5,2,290,26484,ERGI1_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 1,jIP06,elution,Strep
NEF,P22102,4,1010,18926,PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase,jIP06,elution,Strep
NEF,P23528,3,166,47414.5,COF1_HUMAN Cofilin-1,jIP06,elution,Strep
NEF,P62826,1,216,2679,RAN_HUMAN GTP-binding nuclear protein Ran,jIP06,elution,Strep
NEF,Q00839,1,824,1713,HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U,jIP06,elution,Strep
NEF,Q9BXW9,1,1471,1633,FACD2_HUMAN Fanconi anemia group D2 protein,jIP06,elution,Strep
NEF,Q9UPN7,1,943,1750,SAPS1_HUMAN SAPS domain family member 1,jIP06,elution,Strep
NEF,P60709,14,375,886104,"ACTB_HUMAN Actin, cytoplasmic 1",jIP06,elution,Strep
NEF,Q13085,90,2346,14712322,COA1_HUMAN Acetyl-CoA carboxylase 1,jIP06,elution,Strep
NEF,Q02978,1,314,2304,M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein,jIP06,elution,Strep
NEF,Q9HCC0,14,563,406772,"MCCC2_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial precursor",jIP06,elution,Strep
NEF,Q9UHV9,1,154,1992,PFD2_HUMAN Prefoldin subunit 2,jIP06,elution,Strep
NEF,P57721,3,339,58113,PCBP3_HUMAN Poly(rC)-binding protein 3,jIP06,elution,Strep
NEF,P30419,7,496,1370217,NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1,jIP06,elution,Strep
NEF,P60842,1,406,5203,IF4A1_HUMAN Eukaryotic initiation factor 4A-I,jIP06,elution,Strep
NEF,P33992,5,734,75529,MCM5_HUMAN DNA replication licensing factor MCM5,jIP06,elution,Strep
NEF,P33993,6,719,23806,MCM7_HUMAN DNA replication licensing factor MCM7,jIP06,elution,Strep
NEF,Q9BSD7,2,190,7642,CA057_HUMAN Probable UPF0334 kinase-like protein C1orf57,jIP06,elution,Strep
NEF,Q96EP5,1,407,3196,DAZP1_HUMAN DAZ-associated protein 1,jIP06,elution,Strep
NEF,P42677,2,84,23853,RS27_HUMAN 40S ribosomal protein S27,jIP06,elution,Strep
NEF,P62736,9,377,557210,"ACTA_HUMAN Actin, aortic smooth muscle",jIP06,elution,Strep
NEF,P31689,9,397,152379,DNJA1_HUMAN DnaJ homolog subfamily A member 1,jIP06,elution,Strep
NEF,P04350,19,444,7760167,TBB4_HUMAN Tubulin beta-4 chain,jIP06,elution,Strep
NEF,P60660,3,151,12752.1,MYL6_HUMAN Myosin light polypeptide 6,jIP06,elution,Strep
NEF,P62633,2,177,7548,CNBP_HUMAN Cellular nucleic acid-binding protein,jIP06,elution,Strep
NEF,P50991,1,539,7029,TCPD_HUMAN T-complex protein 1 subunit delta,jIP06,elution,Strep
NEF,P50990,7,548,80352,TCPQ_HUMAN T-complex protein 1 subunit theta,jIP06,elution,Strep
NEF,P04899,1,355,10634,"GNAI2_HUMAN Guanine nucleotide-binding protein G(i), alpha-2 subunit",jIP06,elution,Strep
NEF,O75369,2,2602,1561.6,FLNB_HUMAN Filamin-B,jIP06,elution,Strep
NEF,Q9H4I3,1,376,3068,TRABD_HUMAN TraB domain-containing protein,jIP06,elution,Strep
NEF,P78371,8,535,61717,TCPB_HUMAN T-complex protein 1 subunit beta,jIP06,elution,Strep
NEF,P42704,4,1394,36430,"LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial precursor",jIP06,elution,Strep
NEF,P13639,7,858,70841,EF2_HUMAN Elongation factor 2,jIP06,elution,Strep
NEF,Q9P2R7,1,463,41949,"SUCB1_HUMAN Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor",jIP06,elution,Strep
NEF,Q96RE7,2,527,14951,BTB14_HUMAN BTB/POZ domain-containing protein 14B,jIP06,elution,Strep
NEF,P11586,4,935,19446,"C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic",jIP06,elution,Strep
NEF,P68371,21,445,7870170,TBB2C_HUMAN Tubulin beta-2C chain,jIP06,elution,Strep
NEF,P40763,1,770,1121,STAT3_HUMAN Signal transducer and activator of transcription 3,jIP06,elution,Strep
NEF,P56192,3,900,12628,"SYMC_HUMAN Methionyl-tRNA synthetase, cytoplasmic",jIP06,elution,Strep
NEF,P38919,1,411,2330,IF4A3_HUMAN Eukaryotic initiation factor 4A-III,jIP06,elution,Strep
NEF,P15880,1,293,3601,RS2_HUMAN 40S ribosomal protein S2,jIP06,elution,Strep
NEF,Q3ZCQ8,1,353,2860,"TIM50_HUMAN Import inner membrane translocase subunit TIM50, mitochondrial precursor",jIP06,elution,Strep
NEF,P22061,1,227,8143,PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase,jIP06,elution,Strep
NEF,Q9BVA1,20,445,8273490,TBB2B_HUMAN Tubulin beta-2B chain,jIP06,elution,Strep
NEF,P62318,1,126,2908,SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3,jIP06,elution,Strep
NEF,P49411,2,452,12716,"EFTU_HUMAN Elongation factor Tu, mitochondrial precursor",jIP06,elution,Strep
NEF,P07437,23,444,9426108,TBB5_HUMAN Tubulin beta chain,jIP06,elution,Strep
NEF,P24666,3,158,27612,PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase,jIP06,elution,Strep
NEF,Q92973,2,890,9679,TNPO1_HUMAN Transportin-1,jIP06,elution,Strep
NEF,P11021,9,654,66168,GRP78_HUMAN 78 kDa glucose-regulated protein precursor,jIP06,elution,Strep
NEF,P12004,4,261,41821,PCNA_HUMAN Proliferating cell nuclear antigen,jIP06,elution,Strep
NEF,P63267,9,376,557210,"ACTH_HUMAN Actin, gamma-enteric smooth muscle",jIP06,elution,Strep
NEF,Q9Y2H1,12,464,822550,Serine/threonine-protein kinase 38-like,jIP03,elution,Flag
NEF,P68363,7,451,579009,Tubulin alpha-1B chain,jIP03,elution,Flag
NEF,Q13885,11,445,521094,Tubulin beta-2A chain,jIP03,elution,Flag
NEF,P62424,2,266,39711,60S ribosomal protein L7a,jIP03,elution,Flag
NEF,P30050,2,165,68989,60S ribosomal protein L12,jIP03,elution,Flag
NEF,P62913,2,178,16287,60S ribosomal protein L11,jIP03,elution,Flag
NEF,P04601,8,206,5301512,Nef protein,jIP03,elution,Flag
NEF,Q16875,1,520,4994,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",jIP03,elution,Flag
NEF,P62917,2,257,20266,60S ribosomal protein L8,jIP03,elution,Flag
NEF,P31943,4,449,148154,Heterogeneous nuclear ribonucleoprotein H,jIP03,elution,Flag
NEF,P35527,5,623,38449,"Keratin, type I cytoskeletal 9",jIP03,elution,Flag
NEF,P62753,4,249,55408,40S ribosomal protein S6,jIP03,elution,Flag
NEF,Q16775,1,308,3789,"Hydroxyacylglutathione hydrolase, mitochondrial",jIP03,elution,Flag
NEF,Q96HS1,1,289,3715,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",jIP03,elution,Flag
NEF,Q00839,1,825,7541,Heterogeneous nuclear ribonucleoprotein U,jIP03,elution,Flag
NEF,B0I1T2,1,1018,4381,Myosin-Ig,jIP03,elution,Flag
NEF,P19338,3,710,30568,Nucleolin,jIP03,elution,Flag
NEF,P84090,2,104,103305,Enhancer of rudimentary homolog,jIP03,elution,Flag
NEF,P54105,4,237,323737,Methylosome subunit pICln,jIP03,elution,Flag
NEF,P35908,3,639,26528,"Keratin, type II cytoskeletal 2 epidermal",jIP03,elution,Flag
NEF,P05386,1,114,14955,60S acidic ribosomal protein P1,jIP03,elution,Flag
NEF,P05388,1,317,3055,60S acidic ribosomal protein P0,jIP03,elution,Flag
NEF,P05141,1,298,4649,ADP/ATP translocase 2,jIP03,elution,Flag
NEF,P25705,1,553,10013,"ATP synthase subunit alpha, mitochondrial",jIP03,elution,Flag
NEF,P21333,4,2647,21506,Filamin-A,jIP03,elution,Flag
NEF,P11940,4,636,27423,Polyadenylate-binding protein 1,jIP03,elution,Flag
NEF,Q7Z417,1,695,8392,Nuclear fragile X mental retardation-interacting protein 2,jIP03,elution,Flag
NEF,Q86U42,1,306,13006,Polyadenylate-binding protein 2,jIP03,elution,Flag
NEF,O75688,7,479,121963,Protein phosphatase 1B,jIP03,elution,Flag
NEF,P09651,2,372,6577,Heterogeneous nuclear ribonucleoprotein A1,jIP03,elution,Flag
NEF,Q9P219,7,2028,56422,Protein Daple,jIP03,elution,Flag
NEF,P61247,1,264,17381,40S ribosomal protein S3a,jIP03,elution,Flag
NEF,O14744,14,637,4753440,Protein arginine N-methyltransferase 5,jIP03,elution,Flag
NEF,P49458,1,86,2738,Signal recognition particle 9 kDa protein,jIP03,elution,Flag
NEF,P68104,1,462,49842,Elongation factor 1-alpha 1,jIP03,elution,Flag
NEF,Q6P3W7,1,929,7742,SCY1-like protein 2,jIP03,elution,Flag
NEF,Q8WWY3,7,499,139039,U4/U6 small nuclear ribonucleoprotein Prp31,jIP03,elution,Flag
NEF,Q15208,19,465,1918118,Serine/threonine-protein kinase 38,jIP03,elution,Flag
NEF,Q07020,3,188,63895,60S ribosomal protein L18,jIP03,elution,Flag
NEF,P11142,7,646,87802,Heat shock cognate 71 kDa protein,jIP03,elution,Flag
NEF,Q9UH99,3,717,29098,SUN domain-containing protein 2,jIP03,elution,Flag
NEF,Q9Y2W1,2,955,46023,Thyroid hormone receptor-associated protein 3,jIP03,elution,Flag
NEF,P07237,2,508,26038,Protein disulfide-isomerase,jIP03,elution,Flag
NEF,O95678,1,551,2580,"Keratin, type II cytoskeletal 75",jIP03,elution,Flag
NEF,P62263,1,151,10586,40S ribosomal protein S14,jIP03,elution,Flag
NEF,P13645,4,584,53888,"Keratin, type I cytoskeletal 10",jIP03,elution,Flag
NEF,P08238,2,724,10999,Heat shock protein HSP 90-beta,jIP03,elution,Flag
NEF,Q9BVA1,11,445,521094,Tubulin beta-2B chain,jIP03,elution,Flag
NEF,P62829,1,140,3146,60S ribosomal protein L23,jIP03,elution,Flag
NEF,Q9BQA1,7,342,1058177,Methylosome protein 50,jIP03,elution,Flag
NEF,P38646,3,679,13521,"Stress-70 protein, mitochondrial",jIP03,elution,Flag
NEF,P23458,2,1154,5295,Tyrosine-protein kinase JAK1,jIP03,elution,Flag
NEF,Q3V6T2,2,1871,7893,Girdin,jIP03,elution,Flag
NEF,Q9BUA3,4,381,122087,Uncharacterized protein C11orf84,jIP03,elution,Flag
NEF,Q9Y3Y2,1,248,3293,Uncharacterized protein C1orf77,jIP03,elution,Flag
NEF,Q9BRS2,6,568,179084,Serine/threonine-protein kinase RIO1,jIP03,elution,Flag
NEF,Q9H3K6,2,86,74621,BolA-like protein 2,jIP03,elution,Flag
NEF,P30419,2,496,54558,Glycylpeptide N-tetradecanoyltransferase 1,jIP03,elution,Flag
NEF,P50914,2,215,49928,60S ribosomal protein L14,jIP03,elution,Flag
NEF,Q09028,2,425,7379,Histone-binding protein RBBP4,jIP03,elution,Flag
NEF,P98175,8,930,603279,RNA-binding protein 10,jIP03,elution,Flag
NEF,P14174,1,115,17453,Macrophage migration inhibitory factor,jIP03,elution,Flag
NEF,P62937,1,165,9515,Peptidyl-prolyl cis-trans isomerase A,jIP03,elution,Flag
NEF,P04350,12,444,662671,Tubulin beta-4 chain,jIP03,elution,Flag
NEF,P17707,1,334,13175,S-adenosylmethionine decarboxylase proenzyme,jIP03,elution,Flag
NEF,Q01082,1,2364,3533,"Spectrin beta chain, brain 1",jIP03,elution,Flag
NEF,P25398,3,132,30478,40S ribosomal protein S12,jIP03,elution,Flag
NEF,P26373,1,211,3084,60S ribosomal protein L13,jIP03,elution,Flag
NEF,P62241,1,208,24226,40S ribosomal protein S8,jIP03,elution,Flag
NEF,P60709,6,375,105973,"Actin, cytoplasmic 1",jIP03,elution,Flag
NEF,P62942,1,108,4649,Peptidyl-prolyl cis-trans isomerase FKBP1A,jIP03,elution,Flag
NEF,Q9P2R3,1,1169,7179,Ankyrin repeat and FYVE domain-containing protein 1,jIP03,elution,Flag
NEF,P04264,7,644,359861,"Keratin, type II cytoskeletal 1",jIP03,elution,Flag
NEF,P68371,13,445,669602,Tubulin beta-2C chain,jIP03,elution,Flag
NEF,O43143,2,795,11822,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,jIP03,elution,Flag
NEF,P46778,1,160,4320,60S ribosomal protein L21,jIP03,elution,Flag
NEF,P15880,2,293,27900,40S ribosomal protein S2,jIP03,elution,Flag
NEF,Q9UHL4,2,492,23164,Dipeptidyl peptidase 2,jIP03,elution,Flag
NEF,P61966,2,158,10385,AP-1 complex subunit sigma-1A,jIP03,elution,Flag
NEF,Q9Y657,1,262,6484,Spindlin-1,jIP03,elution,Flag
NEF,P16402,5,221,121112,Histone H1.3,jIP03,elution,Flag
NEF,P62316,1,118,75409,Small nuclear ribonucleoprotein Sm D2,jIP03,elution,Flag
NEF,P62314,3,119,331776,Small nuclear ribonucleoprotein Sm D1,jIP03,elution,Flag
NEF,P23588,9,611,512026.9,Eukaryotic translation initiation factor 4B,jIP03,elution,Flag
NEF,Q8NHQ1,13,597,332869,Centrosomal protein of 70 kDa,jIP03,elution,Flag
NEF,P07437,14,444,698791,Tubulin beta chain,jIP03,elution,Flag
NEF,Q9Y2H1,13,464,748281,ST38L_HUMAN Serine/threonine-protein kinase 38-like,jIP06,elution,Flag
NEF,28872818,7,206,7409068,NP_057857 NefFull_HIV-1,jIP06,elution,Flag
NEF,Q99867,8,434,1863308,TBB4Q_HUMAN Tubulin beta-4q chain,jIP06,elution,Flag
NEF,P48643,4,541,66701,TCPE_HUMAN T-complex protein 1 subunit epsilon,jIP06,elution,Flag
NEF,P05387,1,115,8333,RLA2_HUMAN 60S acidic ribosomal protein P2,jIP06,elution,Flag
NEF,P68363,18,451,7696446,TBA1B_HUMAN Tubulin alpha-1B chain,jIP06,elution,Flag
NEF,Q6PEY2,9,450,3184481,TBA3E_HUMAN Tubulin alpha-3E chain,jIP06,elution,Flag
NEF,P38646,4,679,63209,"GRP75_HUMAN Stress-70 protein, mitochondrial precursor",jIP06,elution,Flag
NEF,P98175,4,929,78984,RBM10_HUMAN RNA-binding protein 10,jIP06,elution,Flag
NEF,Q71U36,17,451,5966569,TBA1A_HUMAN Tubulin alpha-1A chain,jIP06,elution,Flag
NEF,O14734,11,319,2657408,ACOT8_HUMAN Acyl-coenzyme A thioesterase 8,jIP06,elution,Flag
NEF,Q9Y2W1,7,955,360427,TR150_HUMAN Thyroid hormone receptor-associated protein 3,jIP06,elution,Flag
NEF,P62736,9,377,1572696,"ACTA_HUMAN Actin, aortic smooth muscle",jIP06,elution,Flag
NEF,P14174,2,115,80885,MIF_HUMAN Macrophage migration inhibitory factor,jIP06,elution,Flag
NEF,28872818.1,5,123,7923971,NP_057857 Nef_HIV-1,jIP06,elution,Flag
NEF,P19474,11,475,1302999,RO52_HUMAN 52 kDa Ro protein,jIP06,elution,Flag
NEF,Q13748,14,450,3727842,TBA3C_HUMAN Tubulin alpha-3C/D chain,jIP06,elution,Flag
NEF,O60825,6,505,86372,"F262_HUMAN 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",jIP06,elution,Flag
NEF,P04350,20,444,5944505,TBB4_HUMAN Tubulin beta-4 chain,jIP06,elution,Flag
NEF,P31943,2,449,32666,HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H,jIP06,elution,Flag
NEF,Q6P3W7,25,929,1524535,SCYL2_HUMAN SCY1-like protein 2,jIP06,elution,Flag
NEF,P60660,5,151,149815,MYL6_HUMAN Myosin light polypeptide 6,jIP06,elution,Flag
NEF,P10809,7,573,156058,"CH60_HUMAN 60 kDa heat shock protein, mitochondrial precursor",jIP06,elution,Flag
NEF,P07437,30,444,10895887,TBB5_HUMAN Tubulin beta chain,jIP06,elution,Flag
NEF,P50991,2,539,30999,TCPD_HUMAN T-complex protein 1 subunit delta,jIP06,elution,Flag
NEF,P50990,5,548,75878,TCPQ_HUMAN T-complex protein 1 subunit theta,jIP06,elution,Flag
NEF,P27708,9,2225,222588,PYR1_HUMAN CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase,jIP06,elution,Flag
NEF,P61978,1,463,7886,HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K,jIP06,elution,Flag
NEF,P68133,10,377,1635515,"ACTS_HUMAN Actin, alpha skeletal muscle",jIP06,elution,Flag
NEF,P04406,7,335,186657,G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase,jIP06,elution,Flag
NEF,P17987,3,556,40500,TCPA_HUMAN T-complex protein 1 subunit alpha,jIP06,elution,Flag
NEF,Q16875,4,520,71925,"F263_HUMAN 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",jIP06,elution,Flag
NEF,P78371,2,535,56081,TCPB_HUMAN T-complex protein 1 subunit beta,jIP06,elution,Flag
NEF,O75688,7,479,273583,PPM1B_HUMAN Protein phosphatase 1B,jIP06,elution,Flag
NEF,P13639,4,858,52724,EF2_HUMAN Elongation factor 2,jIP06,elution,Flag
