#	rank	protein_a	protein_b	d_AB	s_AB
175	CA	POL	1.32365145228	-0.0493516436931
176	CA	VIF	1.31001589825	-0.0432689747705
177	CA	GAG	1.34328358209	-0.0399910809138
178	NEF	P6	1.19277108434	-0.0389763244568
179	IN	P6	1.15873015873	-0.0343721934631
180	NC	p6	1.2482168331	-0.0340748335711
181	IN	p6	1.25598802395	-0.0119679783789
182	NEF	p6	1.30672926448	0.000128205543883
183	REV	p6	1.30248306998	0.0208243147032
184	CA	IN	1.40222575517	0.0270877352921
185	P6	TAT	1.22360248447	0.0285905034461
186	CA	NEF	1.445	0.0312169235243
187	CA	NC	1.44410876133	0.0546350771188
188	TAT	p6	1.33475026567	0.0648846345111
189	CA	REV	1.48996458087	0.101123808056
190	CA	TAT	1.4955654102	0.118517761492
