#	rank	protein_a	protein_b	d_AB	s_AB
84	NC	NEF	0.600294985251	-0.598375346052
85	REV	VPR	0.59978425027	-0.592707360874
86	CA	VPU	0.590254706534	-0.589859462764
87	MA	VPR	0.604677060134	-0.586097895969
88	GP120	TAT	0.598684210526	-0.585077382259
89	TAT	VPR	0.604571428571	-0.582373299788
90	CA	GP41	0.633819951338	-0.57751137522
91	GP120	RT	0.620125786164	-0.576758446982
92	GP41	MA	0.644303797468	-0.576718837282
93	GP120	IN	0.628099173554	-0.573789144559
94	P6	VPU	0.628117913832	-0.571282906435
95	PR	RT	0.63698630137	-0.568712063767
96	GP160	VIF	0.606486486486	-0.567478511456
97	NCC	VIF	0.590217391304	-0.565296430316
98	GP120	REV	0.62684729064	-0.562461184929
99	GP120	NC	0.632947976879	-0.560423827673
100	IN	VPR	0.648038049941	-0.557033403746
101	NEF	PR	0.636135508156	-0.556059342368
102	GP120	MA	0.634738186462	-0.552853634066
103	NEF	POL	0.614143920596	-0.552185230842
104	GP160	VPU	0.657314629259	-0.549406225288
105	VIF	VPU	0.603677221655	-0.546076427444
106	POL	VIF	0.584431137725	-0.546057287319
107	GP41	NEF	0.672036823936	-0.544774708818
108	GP120	GP41	0.67610419026	-0.535408815742
109	IN	NCC	0.676821192053	-0.533040955542
110	NCC	NEF	0.662177328844	-0.529177219171
111	GP41	RT	0.701995012469	-0.528320034898
112	NC	VPR	0.669144981413	-0.527409958714
113	P6	PR	0.684499314129	-0.521501981169
114	GP160	POL	0.667447306792	-0.520008323699
115	PR	VIF	0.640435835351	-0.515918288778
116	GP160	RT	0.708784596871	-0.514524642079
117	GP41	VPR	0.700400801603	-0.514295339974
118	POL	VPR	0.650267379679	-0.513946380581
119	GP41	P6	0.717852684145	-0.512765293383
120	REV	VPU	0.678888888889	-0.512633243642
121	GP160	P6	0.712560386473	-0.511051782637
122	IN	PR	0.701966717095	-0.508735733009
123	POL	RT	0.671177266576	-0.508655399474
124	NCC	RT	0.696601941748	-0.50825612088
125	GP120	VPU	0.673236514523	-0.507059334219
126	P6	POL	0.680216802168	-0.499918794044
127	MA	PR	0.699164345404	-0.497241607116
128	CA	GP160	0.70789163722	-0.49643388092
129	GP120	POL	0.664634146341	-0.496396478345
130	IN	POL	0.692537313433	-0.492299437585
131	GP120	NCC	0.693922651934	-0.49213336933
132	GAG	VPU	0.671508379888	-0.491562091121
133	GP160	MA	0.72582619339	-0.488190632942
134	POL	VPU	0.675110132159	-0.488134149489
135	PR	VPR	0.704103671706	-0.485975787641
136	GP160	IN	0.743421052632	-0.484892271286
137	IN	VPU	0.72113022113	-0.482971753944
138	MA	POL	0.694635488308	-0.475904765125
139	PR	VPU	0.716351501669	-0.472758479065
140	TAT	VPU	0.713443396226	-0.47253185352
141	NCC	VPR	0.719607843137	-0.469631313701
142	GAG	GP160	0.718192627824	-0.469089192028
143	POL	TAT	0.703125	-0.46358502569
144	GP41	VIF	0.721603563474	-0.459367242885
145	CA	PR	0.728	-0.458714644328
146	CA	POL	0.702239789196	-0.458609156045
147	GAG	GP41	0.735872235872	-0.458415392397
148	GP120	PR	0.728729963009	-0.458166360764
149	GAG	PR	0.714285714286	-0.455385231754
150	GAG	POL	0.693741677763	-0.45006356919
151	NCC	VPU	0.741188318228	-0.447081359997
152	GP160	PR	0.770414201183	-0.442907128394
153	GP41	POL	0.752116082225	-0.442345356683
154	GP160	REV	0.776595744681	-0.439137736693
155	GP41	NCC	0.787280701754	-0.432206133731
156	POL	REV	0.742063492063	-0.430193416411
157	NC	PR	0.773524720893	-0.42866121565
158	NC	VPU	0.767948717949	-0.427636743564
159	PR	REV	0.773761713521	-0.42436089404
160	PR	TAT	0.768345323741	-0.424230401035
161	GP160	NC	0.796143250689	-0.423653559668
162	GP41	IN	0.81309686221	-0.422222270124
163	GP160	TAT	0.788413098237	-0.421773500353
164	NC	POL	0.754716981132	-0.421603256325
165	GP41	PR	0.81173594132	-0.408591196674
166	GP41	NC	0.822603719599	-0.404198899174
167	NCC	POL	0.775029446408	-0.393975007761
168	GP41	REV	0.82905982906	-0.393679460732
169	GP160	NCC	0.818956336528	-0.39352469054
170	GP41	TAT	0.827900912647	-0.38929149436
171	NCC	PR	0.85	-0.344870153255
