NA (Flu) / GP160 (Jurkat) biological_process Ontology, dist <= 1				
Label	REF	ID	URL	p-value
single-organism cellular localization	844	GO:1902580	http://amigo.geneontology.org/amigo/term/GO:1902580	1.47510124687e-42
mRNA catabolic process	192	GO:0006402	http://amigo.geneontology.org/amigo/term/GO:0006402	6.2539878437e-42
cellular localization	2176	GO:0051641	http://amigo.geneontology.org/amigo/term/GO:0051641	6.73771196695e-42
protein transport	1222	GO:0015031	http://amigo.geneontology.org/amigo/term/GO:0015031	1.28815221539e-41
establishment of protein localization	1304	GO:0045184	http://amigo.geneontology.org/amigo/term/GO:0045184	2.71496600884e-41
establishment of protein localization to membrane	272	GO:0090150	http://amigo.geneontology.org/amigo/term/GO:0090150	7.3485280429e-41
translation	393	GO:0006412	http://amigo.geneontology.org/amigo/term/GO:0006412	4.90809422436e-40
RNA catabolic process	221	GO:0006401	http://amigo.geneontology.org/amigo/term/GO:0006401	5.85747522665e-40
translational elongation	200	GO:0006414	http://amigo.geneontology.org/amigo/term/GO:0006414	8.55181955921e-40
cellular protein complex disassembly	200	GO:0043624	http://amigo.geneontology.org/amigo/term/GO:0043624	1.38154873069e-38
organic substance catabolic process	1497	GO:1901575	http://amigo.geneontology.org/amigo/term/GO:1901575	1.70845046401e-38
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	75	GO:0002479	http://amigo.geneontology.org/amigo/term/GO:0002479	2.00484579489e-38
translational termination	171	GO:0006415	http://amigo.geneontology.org/amigo/term/GO:0006415	3.27254405591e-38
antigen processing and presentation of exogenous peptide antigen via MHC class I	79	GO:0042590	http://amigo.geneontology.org/amigo/term/GO:0042590	1.4218484493e-37
macromolecule metabolic process	7257	GO:0043170	http://amigo.geneontology.org/amigo/term/GO:0043170	1.68205911351e-37
organic substance transport	1897	GO:0071702	http://amigo.geneontology.org/amigo/term/GO:0071702	2.37799870078e-37
cellular catabolic process	1408	GO:0044248	http://amigo.geneontology.org/amigo/term/GO:0044248	2.54187597793e-37
single-organism membrane organization	706	GO:0044802	http://amigo.geneontology.org/amigo/term/GO:0044802	3.70833151915e-37
protein complex subunit organization	1396	GO:0071822	http://amigo.geneontology.org/amigo/term/GO:0071822	6.37714348319e-37
translational initiation	228	GO:0006413	http://amigo.geneontology.org/amigo/term/GO:0006413	6.39489902444e-37
protein complex disassembly	220	GO:0043241	http://amigo.geneontology.org/amigo/term/GO:0043241	1.55467793282e-36
macromolecule localization	2022	GO:0033036	http://amigo.geneontology.org/amigo/term/GO:0033036	1.87254604985e-36
membrane organization	870	GO:0061024	http://amigo.geneontology.org/amigo/term/GO:0061024	2.49457417854e-36
macromolecular complex disassembly	228	GO:0032984	http://amigo.geneontology.org/amigo/term/GO:0032984	9.05184751564e-36
single-organism cellular process	11370	GO:0044763	http://amigo.geneontology.org/amigo/term/GO:0044763	2.11247147173e-35
catabolic process	1723	GO:0009056	http://amigo.geneontology.org/amigo/term/GO:0009056	2.43219050167e-35
protein localization to membrane	387	GO:0072657	http://amigo.geneontology.org/amigo/term/GO:0072657	2.58128067329e-35
protein localization	1699	GO:0008104	http://amigo.geneontology.org/amigo/term/GO:0008104	3.05484411013e-35
establishment of localization	3844	GO:0051234	http://amigo.geneontology.org/amigo/term/GO:0051234	4.26283084383e-35
macromolecular complex subunit organization	2048	GO:0043933	http://amigo.geneontology.org/amigo/term/GO:0043933	1.65994755358e-34
antigen processing and presentation of peptide antigen via MHC class I	104	GO:0002474	http://amigo.geneontology.org/amigo/term/GO:0002474	1.90477341294e-34
single-organism localization	3303	GO:1902578	http://amigo.geneontology.org/amigo/term/GO:1902578	2.3251230051e-34
transport	3738	GO:0006810	http://amigo.geneontology.org/amigo/term/GO:0006810	8.34185702563e-34
single-organism process	12720	GO:0044699	http://amigo.geneontology.org/amigo/term/GO:0044699	8.91029250334e-34
single-organism transport	3098	GO:0044765	http://amigo.geneontology.org/amigo/term/GO:0044765	1.21896868467e-33
cellular component organization	4920	GO:0016043	http://amigo.geneontology.org/amigo/term/GO:0016043	4.12899718298e-32
biological_process	16525	GO:0008150	http://amigo.geneontology.org/amigo/term/GO:0008150	1.89488314163e-31
nucleobase-containing compound catabolic process	342	GO:0034655	http://amigo.geneontology.org/amigo/term/GO:0034655	3.3795470197e-31
cellular component organization or biogenesis	5042	GO:0071840	http://amigo.geneontology.org/amigo/term/GO:0071840	4.77429628308e-31
cellular component disassembly	492	GO:0022411	http://amigo.geneontology.org/amigo/term/GO:0022411	2.77609105022e-30
aromatic compound catabolic process	393	GO:0019439	http://amigo.geneontology.org/amigo/term/GO:0019439	5.05833553501e-30
antigen processing and presentation of exogenous peptide antigen	171	GO:0002478	http://amigo.geneontology.org/amigo/term/GO:0002478	9.29505737837e-30
cellular nitrogen compound catabolic process	383	GO:0044270	http://amigo.geneontology.org/amigo/term/GO:0044270	1.20718218435e-29
heterocycle catabolic process	383	GO:0046700	http://amigo.geneontology.org/amigo/term/GO:0046700	1.20718218435e-29
antigen processing and presentation of exogenous antigen	178	GO:0019884	http://amigo.geneontology.org/amigo/term/GO:0019884	4.63950301805e-29
organic cyclic compound catabolic process	424	GO:1901361	http://amigo.geneontology.org/amigo/term/GO:1901361	2.69172909293e-28
antigen processing and presentation of peptide antigen	188	GO:0048002	http://amigo.geneontology.org/amigo/term/GO:0048002	4.114407501e-28
gene expression	3807	GO:0010467	http://amigo.geneontology.org/amigo/term/GO:0010467	1.14589607153e-27
localization	4680	GO:0051179	http://amigo.geneontology.org/amigo/term/GO:0051179	1.14916420179e-27
signal transduction involved in mitotic G1 DNA damage checkpoint	68	GO:0072431	http://amigo.geneontology.org/amigo/term/GO:0072431	7.83412494735e-27
intracellular signal transduction involved in G1 DNA damage checkpoint	68	GO:1902400	http://amigo.geneontology.org/amigo/term/GO:1902400	7.83412494735e-27
signal transduction involved in mitotic cell cycle checkpoint	69	GO:0072413	http://amigo.geneontology.org/amigo/term/GO:0072413	1.19330302269e-26
signal transduction involved in mitotic DNA integrity checkpoint	69	GO:1902403	http://amigo.geneontology.org/amigo/term/GO:1902403	1.19330302269e-26
signal transduction involved in mitotic DNA damage checkpoint	69	GO:1902402	http://amigo.geneontology.org/amigo/term/GO:1902402	1.19330302269e-26
signal transduction involved in DNA damage checkpoint	71	GO:0072422	http://amigo.geneontology.org/amigo/term/GO:0072422	2.71730058372e-26
signal transduction involved in DNA integrity checkpoint	71	GO:0072401	http://amigo.geneontology.org/amigo/term/GO:0072401	2.71730058372e-26
signal transduction involved in cell cycle checkpoint	72	GO:0072395	http://amigo.geneontology.org/amigo/term/GO:0072395	4.06365107071e-26
cellular nitrogen compound metabolic process	4895	GO:0034641	http://amigo.geneontology.org/amigo/term/GO:0034641	5.09393693513e-26
nitrogen compound metabolic process	5263	GO:0006807	http://amigo.geneontology.org/amigo/term/GO:0006807	1.10421446818e-25
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	67	GO:0006977	http://amigo.geneontology.org/amigo/term/GO:0006977	1.28828254156e-25
mitotic cell cycle phase transition	306	GO:0044772	http://amigo.geneontology.org/amigo/term/GO:0044772	1.45971919655e-25
cell cycle phase transition	310	GO:0044770	http://amigo.geneontology.org/amigo/term/GO:0044770	2.58073431738e-25
mitotic G1 DNA damage checkpoint	77	GO:0031571	http://amigo.geneontology.org/amigo/term/GO:0031571	2.79532116939e-25
mitotic G1/S transition checkpoint	78	GO:0044819	http://amigo.geneontology.org/amigo/term/GO:0044819	4.04670103463e-25
G1 DNA damage checkpoint	78	GO:0044783	http://amigo.geneontology.org/amigo/term/GO:0044783	4.04670103463e-25
antigen processing and presentation	225	GO:0019882	http://amigo.geneontology.org/amigo/term/GO:0019882	5.00534581602e-25
mitotic S phase	117	GO:0000084	http://amigo.geneontology.org/amigo/term/GO:0000084	6.52109561398e-25
positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	72	GO:0051437	http://amigo.geneontology.org/amigo/term/GO:0051437	9.53238571525e-25
S phase	119	GO:0051320	http://amigo.geneontology.org/amigo/term/GO:0051320	1.12146575882e-24
mitotic interphase	131	GO:0051329	http://amigo.geneontology.org/amigo/term/GO:0051329	1.5750258045e-24
interphase	133	GO:0051325	http://amigo.geneontology.org/amigo/term/GO:0051325	2.58707040987e-24
protein folding	224	GO:0006457	http://amigo.geneontology.org/amigo/term/GO:0006457	4.67803588093e-24
positive regulation of cell cycle arrest	88	GO:0071158	http://amigo.geneontology.org/amigo/term/GO:0071158	1.2713435902e-23
negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	81	GO:0051436	http://amigo.geneontology.org/amigo/term/GO:0051436	2.4860159807e-23
anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	83	GO:0031145	http://amigo.geneontology.org/amigo/term/GO:0031145	4.87287422489e-23
negative regulation of G1/S transition of mitotic cell cycle	103	GO:2000134	http://amigo.geneontology.org/amigo/term/GO:2000134	6.50649559651e-23
positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	86	GO:2000060	http://amigo.geneontology.org/amigo/term/GO:2000060	1.29597735461e-22
negative regulation of cell cycle G1/S phase transition	106	GO:1902807	http://amigo.geneontology.org/amigo/term/GO:1902807	1.50505581475e-22
negative regulation of ubiquitin-protein transferase activity	88	GO:0051444	http://amigo.geneontology.org/amigo/term/GO:0051444	2.43904645535e-22
positive regulation of ubiquitin-protein transferase activity	89	GO:0051443	http://amigo.geneontology.org/amigo/term/GO:0051443	3.32715179121e-22
negative regulation of ligase activity	89	GO:0051352	http://amigo.geneontology.org/amigo/term/GO:0051352	3.32715179121e-22
DNA damage response, signal transduction by p53 class mediator	90	GO:0030330	http://amigo.geneontology.org/amigo/term/GO:0030330	4.52204467461e-22
mitotic cell cycle	786	GO:0000278	http://amigo.geneontology.org/amigo/term/GO:0000278	5.40117640637e-22
regulation of cell cycle arrest	111	GO:0071156	http://amigo.geneontology.org/amigo/term/GO:0071156	5.76600470702e-22
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	91	GO:0051439	http://amigo.geneontology.org/amigo/term/GO:0051439	6.12409495405e-22
mitotic DNA damage checkpoint	101	GO:0044773	http://amigo.geneontology.org/amigo/term/GO:0044773	6.3470177766e-22
regulation of cellular amino acid metabolic process	65	GO:0006521	http://amigo.geneontology.org/amigo/term/GO:0006521	7.76927102903e-22
cell cycle G1/S phase transition	172	GO:0044843	http://amigo.geneontology.org/amigo/term/GO:0044843	9.03820978599e-22
G1/S transition of mitotic cell cycle	172	GO:0000082	http://amigo.geneontology.org/amigo/term/GO:0000082	9.03820978599e-22
positive regulation of ligase activity	94	GO:0051351	http://amigo.geneontology.org/amigo/term/GO:0051351	1.48993235379e-21
mitotic cell cycle phase	294	GO:0098763	http://amigo.geneontology.org/amigo/term/GO:0098763	1.78522065758e-21
signal transduction in response to DNA damage	105	GO:0042770	http://amigo.geneontology.org/amigo/term/GO:0042770	1.90020038997e-21
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	95	GO:2000058	http://amigo.geneontology.org/amigo/term/GO:2000058	1.99059110402e-21
cell cycle phase	296	GO:0022403	http://amigo.geneontology.org/amigo/term/GO:0022403	2.32615004847e-21
mitotic DNA integrity checkpoint	107	GO:0044774	http://amigo.geneontology.org/amigo/term/GO:0044774	3.23391454907e-21
regulation of cellular amine metabolic process	87	GO:0033238	http://amigo.geneontology.org/amigo/term/GO:0033238	3.33297267858e-21
mitotic M phase	221	GO:0000087	http://amigo.geneontology.org/amigo/term/GO:0000087	3.42014877897e-21
biological phase	300	GO:0044848	http://amigo.geneontology.org/amigo/term/GO:0044848	3.92573122133e-21
single-organism metabolic process	4361	GO:0044710	http://amigo.geneontology.org/amigo/term/GO:0044710	4.62650963898e-21
M phase	223	GO:0000279	http://amigo.geneontology.org/amigo/term/GO:0000279	4.69801081351e-21
negative regulation of protein modification by small protein conjugation or removal	134	GO:1903321	http://amigo.geneontology.org/amigo/term/GO:1903321	9.8814241957e-21
mitotic cell cycle process	716	GO:1903047	http://amigo.geneontology.org/amigo/term/GO:1903047	1.58677276484e-20
negative regulation of protein ubiquitination	128	GO:0031397	http://amigo.geneontology.org/amigo/term/GO:0031397	3.57129333347e-20
signal transduction by p53 class mediator	129	GO:0072331	http://amigo.geneontology.org/amigo/term/GO:0072331	4.46839694134e-20
proteasome-mediated ubiquitin-dependent protein catabolic process	305	GO:0043161	http://amigo.geneontology.org/amigo/term/GO:0043161	6.24570917769e-20
stimulatory C-type lectin receptor signaling pathway	119	GO:0002223	http://amigo.geneontology.org/amigo/term/GO:0002223	6.38522501024e-20
regulation of cell cycle G1/S phase transition	144	GO:1902806	http://amigo.geneontology.org/amigo/term/GO:1902806	8.33115149459e-20
innate immune response activating cell surface receptor signaling pathway	122	GO:0002220	http://amigo.geneontology.org/amigo/term/GO:0002220	1.27995859267e-19
anaphase	160	GO:0051322	http://amigo.geneontology.org/amigo/term/GO:0051322	1.58019610368e-19
mitotic anaphase	160	GO:0000090	http://amigo.geneontology.org/amigo/term/GO:0000090	1.58019610368e-19
proteasomal protein catabolic process	313	GO:0010498	http://amigo.geneontology.org/amigo/term/GO:0010498	1.66154360288e-19
regulation of G1/S transition of mitotic cell cycle	137	GO:2000045	http://amigo.geneontology.org/amigo/term/GO:2000045	2.51556232137e-19
cellular response to stress	1680	GO:0033554	http://amigo.geneontology.org/amigo/term/GO:0033554	4.5060468027e-19
mitotic cell cycle checkpoint	166	GO:0007093	http://amigo.geneontology.org/amigo/term/GO:0007093	4.80556838912e-19
cell cycle	1297	GO:0007049	http://amigo.geneontology.org/amigo/term/GO:0007049	5.62206475266e-19
positive regulation of canonical Wnt signaling pathway	130	GO:0090263	http://amigo.geneontology.org/amigo/term/GO:0090263	7.49979476152e-19
cellular component biogenesis	1956	GO:0044085	http://amigo.geneontology.org/amigo/term/GO:0044085	1.08719272474e-18
regulation of ubiquitin-protein transferase activity	120	GO:0051438	http://amigo.geneontology.org/amigo/term/GO:0051438	1.13412434992e-18
small molecule metabolic process	2219	GO:0044281	http://amigo.geneontology.org/amigo/term/GO:0044281	3.34084512289e-18
regulation of ligase activity	127	GO:0051340	http://amigo.geneontology.org/amigo/term/GO:0051340	5.2052996453e-18
heterocycle metabolic process	4561	GO:0046483	http://amigo.geneontology.org/amigo/term/GO:0046483	6.18560255629e-18
nucleobase-containing compound metabolic process	4360	GO:0006139	http://amigo.geneontology.org/amigo/term/GO:0006139	7.30930915834e-18
cell cycle process	1041	GO:0022402	http://amigo.geneontology.org/amigo/term/GO:0022402	7.52092385432e-18
DNA damage checkpoint	143	GO:0000077	http://amigo.geneontology.org/amigo/term/GO:0000077	1.04681221833e-17
negative regulation of mitotic cell cycle phase transition	157	GO:1901991	http://amigo.geneontology.org/amigo/term/GO:1901991	1.21954292046e-17
organic cyclic compound metabolic process	4806	GO:1901360	http://amigo.geneontology.org/amigo/term/GO:1901360	1.39225972683e-17
cellular aromatic compound metabolic process	4563	GO:0006725	http://amigo.geneontology.org/amigo/term/GO:0006725	1.78031945908e-17
biosynthetic process	4657	GO:0009058	http://amigo.geneontology.org/amigo/term/GO:0009058	2.25395743454e-17
positive regulation of proteolysis involved in cellular protein catabolic process	161	GO:1903052	http://amigo.geneontology.org/amigo/term/GO:1903052	2.48371911806e-17
cell cycle checkpoint	255	GO:0000075	http://amigo.geneontology.org/amigo/term/GO:0000075	3.80649567601e-17
negative regulation of canonical Wnt signaling pathway	152	GO:0090090	http://amigo.geneontology.org/amigo/term/GO:0090090	5.59692411415e-17
response to stress	3559	GO:0006950	http://amigo.geneontology.org/amigo/term/GO:0006950	6.17955183298e-17
DNA integrity checkpoint	153	GO:0031570	http://amigo.geneontology.org/amigo/term/GO:0031570	6.69766008056e-17
negative regulation of cell cycle phase transition	168	GO:1901988	http://amigo.geneontology.org/amigo/term/GO:1901988	8.23981028964e-17
cellular biosynthetic process	4478	GO:0044249	http://amigo.geneontology.org/amigo/term/GO:0044249	1.2639321767e-16
positive regulation of cellular protein catabolic process	173	GO:1903364	http://amigo.geneontology.org/amigo/term/GO:1903364	1.87710192999e-16
positive regulation of Wnt signaling pathway	162	GO:0030177	http://amigo.geneontology.org/amigo/term/GO:0030177	3.1876285214e-16
regulation of response to stress	1316	GO:0080134	http://amigo.geneontology.org/amigo/term/GO:0080134	3.20557378821e-16
organic substance biosynthetic process	4571	GO:1901576	http://amigo.geneontology.org/amigo/term/GO:1901576	4.15433164516e-16
positive regulation of protein modification by small protein conjugation or removal	178	GO:1903322	http://amigo.geneontology.org/amigo/term/GO:1903322	4.16680322651e-16
positive regulation of protein ubiquitination	165	GO:0031398	http://amigo.geneontology.org/amigo/term/GO:0031398	5.24982197029e-16
positive regulation of cell cycle	301	GO:0045787	http://amigo.geneontology.org/amigo/term/GO:0045787	1.11497106446e-15
cellular component assembly	1788	GO:0022607	http://amigo.geneontology.org/amigo/term/GO:0022607	1.38184591883e-15
proteolysis involved in cellular protein catabolic process	485	GO:0051603	http://amigo.geneontology.org/amigo/term/GO:0051603	1.57948790034e-15
regulation of programmed cell death	1422	GO:0043067	http://amigo.geneontology.org/amigo/term/GO:0043067	2.31554840742e-15
negative regulation of mitotic cell cycle	221	GO:0045930	http://amigo.geneontology.org/amigo/term/GO:0045930	2.3668473464e-15
macromolecular complex assembly	1156	GO:0065003	http://amigo.geneontology.org/amigo/term/GO:0065003	2.45657886634e-15
innate immune response-activating signal transduction	239	GO:0002758	http://amigo.geneontology.org/amigo/term/GO:0002758	2.85987438355e-15
immune response-activating cell surface receptor signaling pathway	293	GO:0002429	http://amigo.geneontology.org/amigo/term/GO:0002429	3.39911228771e-15
regulation of apoptotic process	1405	GO:0042981	http://amigo.geneontology.org/amigo/term/GO:0042981	4.07445241954e-15
positive regulation of cell cycle process	242	GO:0090068	http://amigo.geneontology.org/amigo/term/GO:0090068	4.15184114414e-15
cellular protein catabolic process	501	GO:0044257	http://amigo.geneontology.org/amigo/term/GO:0044257	5.54729195292e-15
activation of innate immune response	245	GO:0002218	http://amigo.geneontology.org/amigo/term/GO:0002218	5.99602139292e-15
ubiquitin-dependent protein catabolic process	439	GO:0006511	http://amigo.geneontology.org/amigo/term/GO:0006511	7.09708015164e-15
negative regulation of Wnt signaling pathway	183	GO:0030178	http://amigo.geneontology.org/amigo/term/GO:0030178	8.60553119232e-15
negative regulation of cell cycle process	232	GO:0010948	http://amigo.geneontology.org/amigo/term/GO:0010948	9.73781315403e-15
modification-dependent protein catabolic process	447	GO:0019941	http://amigo.geneontology.org/amigo/term/GO:0019941	1.37223965176e-14
modification-dependent macromolecule catabolic process	453	GO:0043632	http://amigo.geneontology.org/amigo/term/GO:0043632	2.22921769692e-14
cellular macromolecular complex assembly	590	GO:0034622	http://amigo.geneontology.org/amigo/term/GO:0034622	2.39368457463e-14
negative regulation of programmed cell death	844	GO:0043069	http://amigo.geneontology.org/amigo/term/GO:0043069	2.78210859271e-14
regulation of protein modification by small protein conjugation or removal	259	GO:1903320	http://amigo.geneontology.org/amigo/term/GO:1903320	3.12109398239e-14
negative regulation of cell death	902	GO:0060548	http://amigo.geneontology.org/amigo/term/GO:0060548	3.5031235437e-14
protein catabolic process	549	GO:0030163	http://amigo.geneontology.org/amigo/term/GO:0030163	3.58762192282e-14
regulation of canonical Wnt signaling pathway	227	GO:0060828	http://amigo.geneontology.org/amigo/term/GO:0060828	4.24558569055e-14
regulation of cell death	1505	GO:0010941	http://amigo.geneontology.org/amigo/term/GO:0010941	6.40866770931e-14
negative regulation of apoptotic process	833	GO:0043066	http://amigo.geneontology.org/amigo/term/GO:0043066	6.48692964502e-14
generation of precursor metabolites and energy	403	GO:0006091	http://amigo.geneontology.org/amigo/term/GO:0006091	7.0157944593e-14
immune response-activating signal transduction	403	GO:0002757	http://amigo.geneontology.org/amigo/term/GO:0002757	7.0157944593e-14
protein polyubiquitination	198	GO:0000209	http://amigo.geneontology.org/amigo/term/GO:0000209	7.06595484748e-14
regulation of mitotic cell cycle phase transition	249	GO:1901990	http://amigo.geneontology.org/amigo/term/GO:1901990	7.50524501742e-14
regulation of innate immune response	364	GO:0045088	http://amigo.geneontology.org/amigo/term/GO:0045088	8.52273539699e-14
regulation of cellular protein catabolic process	306	GO:1903362	http://amigo.geneontology.org/amigo/term/GO:1903362	9.34253571522e-14
regulation of proteolysis involved in cellular protein catabolic process	288	GO:1903050	http://amigo.geneontology.org/amigo/term/GO:1903050	1.01763220107e-13
programmed cell death	1067	GO:0012501	http://amigo.geneontology.org/amigo/term/GO:0012501	1.2131026866e-13
apoptotic process	1045	GO:0006915	http://amigo.geneontology.org/amigo/term/GO:0006915	1.6554080193e-13
mRNA splicing, via spliceosome	222	GO:0000398	http://amigo.geneontology.org/amigo/term/GO:0000398	1.84284959228e-13
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	222	GO:0000377	http://amigo.geneontology.org/amigo/term/GO:0000377	1.84284959228e-13
negative regulation of protein modification process	504	GO:0031400	http://amigo.geneontology.org/amigo/term/GO:0031400	1.99438982531e-13
regulation of protein ubiquitination	242	GO:0031396	http://amigo.geneontology.org/amigo/term/GO:0031396	2.54312418281e-13
RNA splicing, via transesterification reactions	225	GO:0000375	http://amigo.geneontology.org/amigo/term/GO:0000375	2.65346055805e-13
RNA splicing	337	GO:0008380	http://amigo.geneontology.org/amigo/term/GO:0008380	2.84094499126e-13
organelle organization	2891	GO:0006996	http://amigo.geneontology.org/amigo/term/GO:0006996	4.00994217715e-13
regulation of catabolic process	790	GO:0009894	http://amigo.geneontology.org/amigo/term/GO:0009894	4.72898394984e-13
regulation of cell cycle phase transition	266	GO:1901987	http://amigo.geneontology.org/amigo/term/GO:1901987	4.95735082103e-13
activation of immune response	449	GO:0002253	http://amigo.geneontology.org/amigo/term/GO:0002253	5.02681270255e-13
positive regulation of innate immune response	287	GO:0045089	http://amigo.geneontology.org/amigo/term/GO:0045089	6.33536406196e-13
nucleic acid metabolic process	3866	GO:0090304	http://amigo.geneontology.org/amigo/term/GO:0090304	8.04400602892e-13
cell death	1109	GO:0008219	http://amigo.geneontology.org/amigo/term/GO:0008219	8.08364633732e-13
death	1114	GO:0016265	http://amigo.geneontology.org/amigo/term/GO:0016265	1.00644179903e-12
response to organic substance	2523	GO:0010033	http://amigo.geneontology.org/amigo/term/GO:0010033	1.25564224487e-12
positive regulation of protein catabolic process	242	GO:0045732	http://amigo.geneontology.org/amigo/term/GO:0045732	1.89454498602e-12
regulation of cellular catabolic process	685	GO:0031329	http://amigo.geneontology.org/amigo/term/GO:0031329	1.95216394608e-12
regulation of protein catabolic process	423	GO:0042176	http://amigo.geneontology.org/amigo/term/GO:0042176	2.02036011452e-12
negative regulation of transferase activity	321	GO:0051348	http://amigo.geneontology.org/amigo/term/GO:0051348	2.57739452607e-12
macromolecule biosynthetic process	3638	GO:0009059	http://amigo.geneontology.org/amigo/term/GO:0009059	2.88515185912e-12
RNA metabolic process	3366	GO:0016070	http://amigo.geneontology.org/amigo/term/GO:0016070	3.48768655398e-12
positive regulation of cellular catabolic process	412	GO:0031331	http://amigo.geneontology.org/amigo/term/GO:0031331	4.71344846982e-12
positive regulation of immune system process	863	GO:0002684	http://amigo.geneontology.org/amigo/term/GO:0002684	5.08111927892e-12
positive regulation of immune response	581	GO:0050778	http://amigo.geneontology.org/amigo/term/GO:0050778	7.11875551282e-12
