M2 (Flu) / VPR (Jurkat) cellular_component Ontology, dist <= 1
Label	REF	ID	URL	p-value
cytoskeletal part	1397	GO:0044430	http://amigo.geneontology.org/amigo/term/GO:0044430	1.63748048526e-12
cytoskeleton	1929	GO:0005856	http://amigo.geneontology.org/amigo/term/GO:0005856	1.73873669202e-12
U12-type spliceosomal complex	24	GO:0005689	http://amigo.geneontology.org/amigo/term/GO:0005689	2.3186078213e-12
membrane	8856	GO:0016020	http://amigo.geneontology.org/amigo/term/GO:0016020	2.4847335686e-12
nucleolus	826	GO:0005730	http://amigo.geneontology.org/amigo/term/GO:0005730	8.49034403825e-12
proteasome core complex	21	GO:0005839	http://amigo.geneontology.org/amigo/term/GO:0005839	1.1082265146e-11
COP9 signalosome	34	GO:0008180	http://amigo.geneontology.org/amigo/term/GO:0008180	1.27341162949e-11
viral nucleocapsid	22	GO:0019013	http://amigo.geneontology.org/amigo/term/GO:0019013	1.98620807653e-11
viral capsid	26	GO:0019028	http://amigo.geneontology.org/amigo/term/GO:0019028	1.60029036673e-10
catalytic complex	981	GO:1902494	http://amigo.geneontology.org/amigo/term/GO:1902494	4.33487319684e-10
methyltransferase complex	85	GO:0034708	http://amigo.geneontology.org/amigo/term/GO:0034708	5.97241626349e-10
small nuclear ribonucleoprotein complex	46	GO:0030532	http://amigo.geneontology.org/amigo/term/GO:0030532	9.17509730156e-10
virion	31	GO:0019012	http://amigo.geneontology.org/amigo/term/GO:0019012	1.41589689158e-09
virion part	31	GO:0044423	http://amigo.geneontology.org/amigo/term/GO:0044423	1.41589689158e-09
melanosome	103	GO:0042470	http://amigo.geneontology.org/amigo/term/GO:0042470	1.81824912751e-09
pigment granule	103	GO:0048770	http://amigo.geneontology.org/amigo/term/GO:0048770	1.81824912751e-09
methylosome	10	GO:0034709	http://amigo.geneontology.org/amigo/term/GO:0034709	5.50632275613e-09
microtubule cytoskeleton	1023	GO:0015630	http://amigo.geneontology.org/amigo/term/GO:0015630	7.64881970173e-09
zona pellucida receptor complex	11	GO:0002199	http://amigo.geneontology.org/amigo/term/GO:0002199	1.27162947877e-08
transferase complex	637	GO:1990234	http://amigo.geneontology.org/amigo/term/GO:1990234	4.61438432757e-08
chaperonin-containing T-complex	9	GO:0005832	http://amigo.geneontology.org/amigo/term/GO:0005832	9.40470535992e-08
nucleoplasm part	676	GO:0044451	http://amigo.geneontology.org/amigo/term/GO:0044451	9.69630295107e-08
U1 snRNP	14	GO:0005685	http://amigo.geneontology.org/amigo/term/GO:0005685	1.04684533939e-07
spliceosomal snRNP complex	37	GO:0097525	http://amigo.geneontology.org/amigo/term/GO:0097525	1.90416846133e-07
nuclear body	330	GO:0016604	http://amigo.geneontology.org/amigo/term/GO:0016604	1.91557814447e-07
SMN complex	10	GO:0032797	http://amigo.geneontology.org/amigo/term/GO:0032797	2.14025488864e-07
proteasome core complex, alpha-subunit complex	8	GO:0019773	http://amigo.geneontology.org/amigo/term/GO:0019773	1.61275534128e-06
cytosolic proteasome complex	9	GO:0031597	http://amigo.geneontology.org/amigo/term/GO:0031597	3.60430093844e-06
U4 snRNP	10	GO:0005687	http://amigo.geneontology.org/amigo/term/GO:0005687	7.38432752476e-06
Gemini of coiled bodies	10	GO:0097504	http://amigo.geneontology.org/amigo/term/GO:0097504	7.38432752476e-06
pICln-Sm protein complex	6	GO:0034715	http://amigo.geneontology.org/amigo/term/GO:0034715	1.1250827966e-05
chromosomal part	684	GO:0044427	http://amigo.geneontology.org/amigo/term/GO:0044427	1.2010549453e-05
microtubule	375	GO:0005874	http://amigo.geneontology.org/amigo/term/GO:0005874	1.41687962487e-05
nuclear periphery	114	GO:0034399	http://amigo.geneontology.org/amigo/term/GO:0034399	2.84155570477e-05
nuclear proteasome complex	8	GO:0031595	http://amigo.geneontology.org/amigo/term/GO:0031595	6.07456048163e-05
chromosome	780	GO:0005694	http://amigo.geneontology.org/amigo/term/GO:0005694	6.4333865962e-05
organelle envelope	1060	GO:0031967	http://amigo.geneontology.org/amigo/term/GO:0031967	6.68361793042e-05
envelope	1064	GO:0031975	http://amigo.geneontology.org/amigo/term/GO:0031975	7.54778487249e-05
mitochondrion	1649	GO:0005739	http://amigo.geneontology.org/amigo/term/GO:0005739	0.000103822088853
membrane part	6584	GO:0044425	http://amigo.geneontology.org/amigo/term/GO:0044425	0.000192842193541
chromatin	403	GO:0000785	http://amigo.geneontology.org/amigo/term/GO:0000785	0.000224103264809
cytoplasmic vesicle	1146	GO:0031410	http://amigo.geneontology.org/amigo/term/GO:0031410	0.000345587844502
proteasome regulatory particle, base subcomplex	11	GO:0008540	http://amigo.geneontology.org/amigo/term/GO:0008540	0.000386725862608
cell body	441	GO:0044297	http://amigo.geneontology.org/amigo/term/GO:0044297	0.000441806986264
cytoplasmic membrane-bounded vesicle	1050	GO:0016023	http://amigo.geneontology.org/amigo/term/GO:0016023	0.000641265937287
nuclear speck	182	GO:0016607	http://amigo.geneontology.org/amigo/term/GO:0016607	0.000656862179365
nuclear pore	67	GO:0005643	http://amigo.geneontology.org/amigo/term/GO:0005643	0.000982749256082
cell leading edge	341	GO:0031252	http://amigo.geneontology.org/amigo/term/GO:0031252	0.00112994205733
mitochondrial nucleoid	42	GO:0042645	http://amigo.geneontology.org/amigo/term/GO:0042645	0.00115290964585
pore complex	83	GO:0046930	http://amigo.geneontology.org/amigo/term/GO:0046930	0.00117011545474
nucleoid	43	GO:0009295	http://amigo.geneontology.org/amigo/term/GO:0009295	0.00139568208425
Cul4-RING E3 ubiquitin ligase complex	24	GO:0080008	http://amigo.geneontology.org/amigo/term/GO:0080008	0.00255088389615
actin cytoskeleton	437	GO:0015629	http://amigo.geneontology.org/amigo/term/GO:0015629	0.00334940071966
GAIT complex	4	GO:0097452	http://amigo.geneontology.org/amigo/term/GO:0097452	0.00354569423817
mitochondrial part	908	GO:0044429	http://amigo.geneontology.org/amigo/term/GO:0044429	0.00381867802532
intrinsic component of plasma membrane	1620	GO:0031226	http://amigo.geneontology.org/amigo/term/GO:0031226	0.00388779219508
polysome	37	GO:0005844	http://amigo.geneontology.org/amigo/term/GO:0005844	0.00432011860282
centrosome	470	GO:0005813	http://amigo.geneontology.org/amigo/term/GO:0005813	0.00456839923803
nuclear matrix	96	GO:0016363	http://amigo.geneontology.org/amigo/term/GO:0016363	0.00510129536476
cullin-RING ubiquitin ligase complex	116	GO:0031461	http://amigo.geneontology.org/amigo/term/GO:0031461	0.0065852387933
histone methyltransferase complex	67	GO:0035097	http://amigo.geneontology.org/amigo/term/GO:0035097	0.00705321652682
cytoplasmic dynein complex	29	GO:0005868	http://amigo.geneontology.org/amigo/term/GO:0005868	0.00867286768083
mitochondrial matrix	360	GO:0005759	http://amigo.geneontology.org/amigo/term/GO:0005759	0.00901753269525
microtubule organizing center	598	GO:0005815	http://amigo.geneontology.org/amigo/term/GO:0005815	0.0100067173977
integral component of plasma membrane	1562	GO:0005887	http://amigo.geneontology.org/amigo/term/GO:0005887	0.0100346537199
COPI vesicle coat	12	GO:0030126	http://amigo.geneontology.org/amigo/term/GO:0030126	0.0137705672522
cytoplasmic stress granule	32	GO:0010494	http://amigo.geneontology.org/amigo/term/GO:0010494	0.0162614378922
Cul5-RING ubiquitin ligase complex	6	GO:0031466	http://amigo.geneontology.org/amigo/term/GO:0031466	0.017292936558
CRD-mediated mRNA stability complex	6	GO:0070937	http://amigo.geneontology.org/amigo/term/GO:0070937	0.017292936558
extrinsic component of plasma membrane	131	GO:0019897	http://amigo.geneontology.org/amigo/term/GO:0019897	0.0233179452504
U7 snRNP	7	GO:0005683	http://amigo.geneontology.org/amigo/term/GO:0005683	0.0314460697009
COPI-coated vesicle membrane	15	GO:0030663	http://amigo.geneontology.org/amigo/term/GO:0030663	0.0396580964621
nuclear envelope	384	GO:0005635	http://amigo.geneontology.org/amigo/term/GO:0005635	0.0706457642677
ubiquitin ligase complex	216	GO:0000151	http://amigo.geneontology.org/amigo/term/GO:0000151	0.089176426835
lipid particle	57	GO:0005811	http://amigo.geneontology.org/amigo/term/GO:0005811	0.091141453706
organelle inner membrane	528	GO:0019866	http://amigo.geneontology.org/amigo/term/GO:0019866	0.0940588372739
dynein complex	43	GO:0030286	http://amigo.geneontology.org/amigo/term/GO:0030286	0.103108514044
Cul2-RING ubiquitin ligase complex	10	GO:0031462	http://amigo.geneontology.org/amigo/term/GO:0031462	0.123863383782
ruffle	156	GO:0001726	http://amigo.geneontology.org/amigo/term/GO:0001726	0.13342033714
COPI-coated vesicle	20	GO:0030137	http://amigo.geneontology.org/amigo/term/GO:0030137	0.151763978188
aminoacyl-tRNA synthetase multienzyme complex	4	GO:0017101	http://amigo.geneontology.org/amigo/term/GO:0017101	0.151924555039
endoplasmic reticulum chaperone complex	11	GO:0034663	http://amigo.geneontology.org/amigo/term/GO:0034663	0.178011936307
microtubule associated complex	141	GO:0005875	http://amigo.geneontology.org/amigo/term/GO:0005875	0.200048872555
inclusion body	65	GO:0016234	http://amigo.geneontology.org/amigo/term/GO:0016234	0.221527002587
membrane protein complex	1080	GO:0098796	http://amigo.geneontology.org/amigo/term/GO:0098796	0.229440812449
cytoplasmic mRNA processing body	66	GO:0000932	http://amigo.geneontology.org/amigo/term/GO:0000932	0.245277589623
Cul4B-RING E3 ubiquitin ligase complex	5	GO:0031465	http://amigo.geneontology.org/amigo/term/GO:0031465	0.291581911277
midbody	126	GO:0030496	http://amigo.geneontology.org/amigo/term/GO:0030496	0.298352720045
blood microparticle	126	GO:0072562	http://amigo.geneontology.org/amigo/term/GO:0072562	0.298352720045
contractile fiber	217	GO:0043292	http://amigo.geneontology.org/amigo/term/GO:0043292	0.30754370267
mitochondrial membrane	662	GO:0031966	http://amigo.geneontology.org/amigo/term/GO:0031966	0.350870430357
contractile fiber part	198	GO:0044449	http://amigo.geneontology.org/amigo/term/GO:0044449	0.390617338844
mitochondrial envelope	698	GO:0005740	http://amigo.geneontology.org/amigo/term/GO:0005740	0.404494155522
nuclear chromatin	248	GO:0000790	http://amigo.geneontology.org/amigo/term/GO:0000790	0.412606323789
nuclear chromosome	408	GO:0000228	http://amigo.geneontology.org/amigo/term/GO:0000228	0.428783166495
histone pre-mRNA 3'end processing complex	6	GO:0071204	http://amigo.geneontology.org/amigo/term/GO:0071204	0.495125991952
