"HA (Flu) / GP160 (Jurkat) cellular_component Ontology, dist <= 0","","","",""
"Label","REF","ID","URL","p-value"
"endomembrane system","3579","GO:0012505","http://amigo.geneontology.org/amigo/term/GO:0012505","1.42591755951e-06"
"extracellular region","4412","GO:0005576","http://amigo.geneontology.org/amigo/term/GO:0005576","1.62248853574e-06"
"COPI-coated vesicle","20","GO:0030137","http://amigo.geneontology.org/amigo/term/GO:0030137","2.9169127695e-06"
"organelle membrane","2962","GO:0031090","http://amigo.geneontology.org/amigo/term/GO:0031090","3.46822935197e-06"
"endoplasmic reticulum","1562","GO:0005783","http://amigo.geneontology.org/amigo/term/GO:0005783","6.97579785833e-06"
"melanosome","103","GO:0042470","http://amigo.geneontology.org/amigo/term/GO:0042470","1.22946317523e-05"
"pigment granule","103","GO:0048770","http://amigo.geneontology.org/amigo/term/GO:0048770","1.22946317523e-05"
"COPI vesicle coat","12","GO:0030126","http://amigo.geneontology.org/amigo/term/GO:0030126","3.99832933849e-05"
"cytosol","3086","GO:0005829","http://amigo.geneontology.org/amigo/term/GO:0005829","4.38125094483e-05"
"Golgi-associated vesicle","75","GO:0005798","http://amigo.geneontology.org/amigo/term/GO:0005798","5.70797600573e-05"
"endoplasmic reticulum membrane","906","GO:0005789","http://amigo.geneontology.org/amigo/term/GO:0005789","6.38302130762e-05"
"nuclear outer membrane-endoplasmic reticulum membrane network","924","GO:0042175","http://amigo.geneontology.org/amigo/term/GO:0042175","8.13096256705e-05"
"COPI-coated vesicle membrane","15","GO:0030663","http://amigo.geneontology.org/amigo/term/GO:0030663","9.70545990634e-05"
"intracellular part","13251","GO:0044424","http://amigo.geneontology.org/amigo/term/GO:0044424","0.000153877505232"
"Golgi-associated vesicle membrane","46","GO:0030660","http://amigo.geneontology.org/amigo/term/GO:0030660","0.000178411021702"
"proteasome core complex","21","GO:0005839","http://amigo.geneontology.org/amigo/term/GO:0005839","0.000368573570471"
"intracellular organelle lumen","3994","GO:0070013","http://amigo.geneontology.org/amigo/term/GO:0070013","0.00040968512939"
"intracellular","13605","GO:0005622","http://amigo.geneontology.org/amigo/term/GO:0005622","0.000515401129921"
"membrane protein complex","1080","GO:0098796","http://amigo.geneontology.org/amigo/term/GO:0098796","0.000540300667515"
"organelle lumen","4049","GO:0043233","http://amigo.geneontology.org/amigo/term/GO:0043233","0.000545153512808"
"membrane-enclosed lumen","4102","GO:0031974","http://amigo.geneontology.org/amigo/term/GO:0031974","0.000714380146789"
"cytoplasmic membrane-bounded vesicle","1050","GO:0016023","http://amigo.geneontology.org/amigo/term/GO:0016023","0.00251475014742"
"endoplasmic reticulum chaperone complex","11","GO:0034663","http://amigo.geneontology.org/amigo/term/GO:0034663","0.00420160224403"
"cytoplasmic vesicle","1146","GO:0031410","http://amigo.geneontology.org/amigo/term/GO:0031410","0.00653505401305"
"vesicle coat","45","GO:0030120","http://amigo.geneontology.org/amigo/term/GO:0030120","0.0074215254608"
"endoplasmic reticulum lumen","193","GO:0005788","http://amigo.geneontology.org/amigo/term/GO:0005788","0.0131270897558"
"cell part","15654","GO:0044464","http://amigo.geneontology.org/amigo/term/GO:0044464","0.0424995848516"
"cell","15700","GO:0005623","http://amigo.geneontology.org/amigo/term/GO:0005623","0.0486924431191"
"integral component of organelle membrane","257","GO:0031301","http://amigo.geneontology.org/amigo/term/GO:0031301","0.0644913285755"
"membrane coat","82","GO:0030117","http://amigo.geneontology.org/amigo/term/GO:0030117","0.0762252921163"
"coated membrane","82","GO:0048475","http://amigo.geneontology.org/amigo/term/GO:0048475","0.0762252921163"
"intrinsic component of organelle membrane","269","GO:0031300","http://amigo.geneontology.org/amigo/term/GO:0031300","0.0828171242483"
"cytoplasmic vesicle part","537","GO:0044433","http://amigo.geneontology.org/amigo/term/GO:0044433","0.0828934876427"
"cellular_component","17687","GO:0005575","http://amigo.geneontology.org/amigo/term/GO:0005575","0.178107692498"
"coated vesicle","196","GO:0030135","http://amigo.geneontology.org/amigo/term/GO:0030135","0.186799173865"
"nuclear proteasome complex","8","GO:0031595","http://amigo.geneontology.org/amigo/term/GO:0031595","0.244277066212"
"proteasome core complex, alpha-subunit complex","8","GO:0019773","http://amigo.geneontology.org/amigo/term/GO:0019773","0.244277066212"
"nuclear part","3705","GO:0044428","http://amigo.geneontology.org/amigo/term/GO:0044428","0.250485136215"
"transferase complex","637","GO:1990234","http://amigo.geneontology.org/amigo/term/GO:1990234","0.266534574476"
"cytosolic proteasome complex","9","GO:0031597","http://amigo.geneontology.org/amigo/term/GO:0031597","0.308649419324"
"Swr1 complex","9","GO:0000812","http://amigo.geneontology.org/amigo/term/GO:0000812","0.308649419324"
"chaperonin-containing T-complex","9","GO:0005832","http://amigo.geneontology.org/amigo/term/GO:0005832","0.308649419324"
"integral component of endoplasmic reticulum membrane","123","GO:0030176","http://amigo.geneontology.org/amigo/term/GO:0030176","0.356774414099"
"coated vesicle membrane","125","GO:0030662","http://amigo.geneontology.org/amigo/term/GO:0030662","0.379099280101"
"oligosaccharyltransferase complex","10","GO:0008250","http://amigo.geneontology.org/amigo/term/GO:0008250","0.380415579318"
"intrinsic component of endoplasmic reticulum membrane","128","GO:0031227","http://amigo.geneontology.org/amigo/term/GO:0031227","0.414440846403"
"whole membrane","1720","GO:0098805","http://amigo.geneontology.org/amigo/term/GO:0098805","0.425770955687"
"proteasome regulatory particle, base subcomplex","11","GO:0008540","http://amigo.geneontology.org/amigo/term/GO:0008540","0.45953822156"
"zona pellucida receptor complex","11","GO:0002199","http://amigo.geneontology.org/amigo/term/GO:0002199","0.45953822156"
